Jour,Âge,Sexe,cooling type,Building_type,Climate,Season,Tair,tr,Tout,vel,RH,clo,Met,thermal_sensation,thermal_preference,PMV_ISO,PMV_ASHRAE,aPMV,ePMV,PMV_Gagge,PMV_SET,TSENS,SET,PTS,aSET,eSET,aPTS,ePTS,PTS_SET,PET,PTS_PET,ATHB_PMV,DTS,TSV_3p
7/10/23 20:02,54,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,27.3347990000000,27.8596080000000,25.6,0.057033000000000,65.5231490000000,0.53675,1.0,3,-1.0,0.85,0.85,0.87,0.19,1.1,1.3,0.9,27.8,0.92,0.993015000000000,1.26688500,1.82375200000000,1.5373520000000,1.452,28.93,1.469,0.379,0.627197000000000,1.0
7/11/23 10:02,54,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,27.1126950000000,27.4094020000000,26.7,0.057033000000000,64.7196050000000,0.53675,0.8,2,-1.0,-0.16,-0.16,-0.16,-0.05,0.4,0.5,0.5,26.4,0.570000000000000,0.597206000000000,0.784918000000000,1.35540200000000,1.13356000000000,1.116,27.93,1.169,0.05,0.468773000000000,1.0
7/11/23 14:54,54,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,27.6782050000000,28.1676700000000,26.7,0.057033000000000,63.6653540000000,0.53675,0.8,2,-1.0,0.15,0.15,0.15,0.03,0.6,0.7,0.6,27.2,0.77,0.82049300000000,1.06032800,1.63756200000000,1.39940900000000,1.308,28.67,1.391,0.149,0.665753000000000,1.0
7/13/23 16:13,54,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,26.4508870000000,26.8955550000000,26.7,0.128753000000000,39.394726000000,0.4783,1.2,1,0.0,0.39,0.39,0.39,0.1,0.6,0.4,0.5,25.4,0.320000000000000,0.328399000000000,0.440656000000000,1.01129500000000,0.809047000000000,0.876000000000000,25.51,0.443000000000000,0.215,0.978645000000000,1.0
7/13/23 20:08,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,28.0599950000000,28.5268200000000,26.7,0.295,38.1637810000000,0.3614,1.75,2,-1.0,1.12,0.7,1.15,0.29,0.8,0.4,0.9,26.2,0.52,0.542548000000000,0.716065000000000,1.3209890000000,1.1515990000000,1.068,26.77,0.821000000000000,0.475,0.231077000000000,1.0
7/13/23 20:30,64,Female,Mixed Mode,Multifamily housing,Cfb,Summer,27.9796140000000,28.4083260000000,26.7,0.295,37.2656620000000,0.5785,1.26666700000000,1,-1.0,0.86,0.57,0.88,0.22,1.0,0.7,0.9,27.0,0.72,0.763961000000000,0.99147500,1.58188600000000,1.3680550000000,1.26,26.4,0.710000000000000,0.347,0.476190000000000,1.0
7/13/23 21:03,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,27.8637230000000,28.1068640000000,26.7,0.295,35.9862500000000,0.53675,1.0,1,0.0,0.28,0.09,0.28,0.06,0.7,0.3,0.5,25.5,0.345,0.354782000000000,0.475082000,1.08681400000000,0.941910000000000,0.9,25.44,0.422,0.126,-0.0674300000000000,1.0
7/14/23 5:28,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,26.308564000000,26.90785100000,25.8,0.128753000000000,39.8353450000000,0.48665,0.8,-1,0.0,-1.11,-1.11,-1.08,-0.32,0.0,-0.1,0.0,25.0,0.22,0.223937000000000,0.30295100,0.879556000000000,0.689469000000000,0.78,24.51,0.143,-0.182,0.132946000000000,-1.0
7/14/23 8:14,64,Female,Mixed Mode,Multifamily housing,Cfb,Summer,25.2482460000000,26.3063360000000,25.8,0.128753000000000,40.4229440000000,0.48665,0.8,0,0.0,-1.52,-1.52,-1.47,-0.44,-0.1,-0.2,-0.1,24.1,-0.0050000000000000,-0.0049980000000000,-0.0068850000000000,0.564932000000000,0.370196000000000,0.564,23.56,-0.142,-0.308,-1.03453400000000,0.0
7/14/23 8:42,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,25.2131480000000,26.224803000000,25.8,0.128753000000000,40.3841800000000,0.48665,1.1,0,0.0,-0.1,-0.1,-0.1,-0.03,0.4,0.3,0.3,24.6,0.12,0.121162000000000,0.16524600,0.719413000000000,0.502074000000000,0.684,24.22,0.0560000000000000,0.055,0.17997900000000,0.0
7/14/23 9:36,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,25.4263860000000,26.3856240000000,25.8,0.128753000000000,40.1322200000000,0.48665,1.1,0,0.0,-0.04,-0.04,-0.04,-0.01,0.4,0.3,0.3,24.8,0.17,0.172342000000000,0.23409800,0.788758000000000,0.571216000000000,0.732,24.42,0.116000000000000,0.081,0.257167000000000,0.0
7/14/23 12:47,64,Female,Mixed Mode,Multifamily housing,Cfb,Summer,26.8251010000000,27.2284740000000,25.8,0.057033000000000,45.0488540000000,0.40315,1.2,2,-1.0,0.57,0.57,0.58,0.14,0.6,0.4,0.5,25.4,0.320000000000000,0.328399000000000,0.440656000000000,1.02309700000000,0.836877000000000,0.876000000000000,27.15,0.935,0.364,-0.642852000000000,1.0
7/14/23 13:42,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,27.4517330000000,27.8706830000000,25.8,0.319,46.5636870000000,0.48665,0.9,1,0.0,-0.39,-0.46,-0.39,-0.11,0.2,0.0,0.2,24.9,0.195000000000000,0.198087000000000,0.268525000000000,0.881506000000000,0.745239000000000,0.756000000000000,25.47,0.431000000000000,0.0,0.0622120000000000,1.0
7/14/23 17:41,64,Female,Mixed Mode,Multifamily housing,Cfb,Summer,25.7281490000000,25.7473910000000,25.8,0.21175,45.6752990000000,0.3113,1.9,0,0.0,0.7,0.52,0.71,0.17,0.3,0.0,0.4,23.9,-0.0550000000000000,-0.0547590000000000,-0.0757380000000000,0.516803000000000,0.349615000000000,0.516,25.52,0.446,0.237,-0.87605400000000,0.0
7/14/23 17:59,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,26.6828400000000,27.8315270000000,25.8,0.319,42.7633090000000,0.48665,1.0,0,0.0,-0.18,-0.28,-0.18,-0.05,0.4,0.1,0.2,24.5,0.0950000000000000,0.0957270000000000,0.130820000,0.732258000000000,0.57988500000000,0.66,24.78,0.224,0.023,0.535380000000000,0.0
7/14/23 23:25,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,28.3438710000000,28.4667400000000,25.8,0.211918000000000,39.6306820000000,0.48665,1.0,0,0.0,0.51,0.41,0.52,0.11,0.9,0.6,0.7,26.2,0.52,0.542548000000000,0.716065000000000,1.32981500000000,1.17350400000000,1.068,26.52,0.746,0.278,0.132208000000000,0.0
7/15/23 8:27,64,Female,Mixed Mode,Multifamily housing,Cfb,Summer,26.5188280000000,26.8530710000000,25.5,0.128753000000000,54.0309130000000,0.48665,1.0,1,-1.0,0.14,0.14,0.14,0.03,0.7,0.7,0.5,25.9,0.445000000000000,0.461410000000000,0.612787000000000,1.17366100000000,0.95071000000000,0.996,26.16,0.638,0.143,0.535798000000000,1.0
7/15/23 9:00,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,26.8478180000000,27.2037690000000,25.5,0.211918000000000,52.9525120000000,0.48665,1.0,0,0.0,0.05,0.04,0.05,0.01,0.6,0.5,0.4,25.3,0.295,0.302123000000000,0.406229000,0.991772000000000,0.811130000000000,0.852,25.91,0.563,0.117,0.377365000000000,0.0
7/15/23 13:04,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,27.9295560000000,29.0413030000000,25.5,0.319,45.3863500000000,0.48665,0.8,1,0.0,-0.59,-0.64,-0.58,-0.17,0.1,-0.1,0.2,25.7,0.395,0.407876000000000,0.543934000000000,1.15371900000000,1.00245900000000,0.948,26.04,0.602000000000000,-0.001,0.786647000000000,1.0
7/15/23 22:09,64,Female,Mixed Mode,Multifamily housing,Cfb,Summer,28.0372580000000,28.1227850000000,25.5,0.295,54.5261360000000,0.53675,1.0,1,-1.0,0.51,0.32,0.52,0.11,0.9,0.7,0.6,26.2,0.52,0.542548000000000,0.716065000000000,1.32027500000000,1.14984400000000,1.068,27.05,0.905,0.252,-0.155105000000000,1.0
7/15/23 22:21,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,27.8834770000000,27.9814170000000,25.5,0.295,54.9666110000000,0.48665,1.0,0,0.0,0.34,0.17,0.34,0.07,0.7,0.5,0.5,25.7,0.395,0.407876000000000,0.543934000000000,1.15233400000000,0.998984000000000,0.948,26.82,0.836000000000000,0.228,-0.283370000000000,0.0
7/16/23 11:57,64,Female,Mixed Mode,Multifamily housing,Cfb,Summer,27.4436110000000,27.9887460000000,25.4,0.295,49.8143630000000,0.53675,1.0,1,-1.0,0.28,0.12,0.28,0.06,0.7,0.5,0.5,25.6,0.37,0.381275000000000,0.50950800,1.10656800000000,0.938165000000000,0.924,26.16,0.638,0.165,0.538990000000000,1.0
7/16/23 14:24,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,27.608823000000,27.9131580000000,25.4,0.344,48.1716760000000,0.53675,1.0,1,0.0,0.24,0.04,0.24,0.05,0.7,0.4,0.5,25.3,0.295,0.302123000000000,0.406229000,1.01463900000000,0.867459000000000,0.852,25.94,0.572,0.148,0.192476000000000,1.0
7/17/23 9:41,64,Female,Mixed Mode,Multifamily housing,Cfb,Summer,26.3284350000000,27.0164740000000,24.1,0.295,44.0325760000000,0.18605,1.6,2,-1.0,0.16,-0.11,0.16,0.04,0.1,-0.2,0.2,23.1,-0.255,-0.249907000000000,-0.351147000,0.284284000000000,0.173068000000000,0.324000000000000,24.75,0.215,0.288,0.310618000000000,1.0
7/17/23 18:10,64,Female,Mixed Mode,Multifamily housing,Cfb,Summer,27.819942000000,28.1180270000000,24.1,0.441,48.0824020000000,0.53675,1.0,2,-1.0,0.23,-0.03,0.23,0.05,0.6,0.3,0.4,25.1,0.245,0.249893000000000,0.337377000,0.956227000000000,0.82753300000000,0.804,25.89,0.557,0.183,0.390575000000000,1.0
7/17/23 21:01,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,28.1766850000000,28.3349620000000,24.1,0.295,46.2591280000000,0.48665,1.0,1,0.0,0.39,0.19,0.39,0.08,0.8,0.5,0.6,25.7,0.395,0.407876000000000,0.543934000000000,1.16107700000000,1.02109700000000,0.948,26.49,0.737000000000000,0.285,-0.11019900000000,1.0
7/17/23 22:10,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,27.6682880000000,28.0079320000000,24.1,0.057033000000000,46.9376550000000,0.48665,0.8,2,-1.0,-0.2,-0.2,-0.2,-0.06,0.3,0.3,0.5,26.3,0.545,0.569820000000000,0.750492000,1.34122800000000,1.14909600000000,1.092,27.26,0.968000000000000,0.15,0.300118000000000,1.0
7/18/23 13:33,64,Female,Mixed Mode,Multifamily housing,Cfb,Summer,27.9384440000000,28.2702290000000,23.9,0.295,53.4659040000000,0.53675,0.8,1,-1.0,-0.46,-0.51,-0.46,-0.13,0.2,0.0,0.3,25.9,0.445000000000000,0.461410000000000,0.612787000000000,1.21912800000000,1.05876500000000,0.996,26.54,0.752,0.046,0.15307100000000,1.0
7/18/23 14:39,64,Female,Mixed Mode,Multifamily housing,Cfb,Summer,26.202432000000,26.4723120000000,23.9,0.21175,50.6205170000000,0.53675,1.0,0,0.0,-0.13,-0.12,-0.13,-0.04,0.4,0.3,0.3,24.9,0.195000000000000,0.198087000000000,0.268525000000000,0.844607000000000,0.654514000000000,0.756000000000000,25.0,0.29,0.046,-0.684569000000000,0.0
7/18/23 21:33,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,28.8421640000000,29.0466140000000,23.9,0.344,54.1952230000000,0.48665,1.0,2,-1.0,0.72,0.42,0.73,0.16,1.0,0.7,0.7,26.4,0.570000000000000,0.597206000000000,0.784918000000000,1.41109500000000,1.26822200000000,1.116,27.79,1.127,0.418,0.445802000000000,1.0
7/19/23 6:21,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,28.113953,28.5175000000000,24.2,0.057033000000000,48.6458860000000,0.48665,0.8,2,-1.0,0.06,0.06,0.06,0.01,0.6,0.5,0.6,26.9,0.695000000000000,0.735875000000000,0.957049000000000,1.55333600000000,1.35091800000000,1.236,27.96,1.178,0.226,0.463081000000000,1.0
7/19/23 6:24,64,Female,Mixed Mode,Multifamily housing,Cfb,Summer,27.8281530000000,28.166753000000,24.2,0.057033000000000,49.2959250000000,0.48665,1.0,2,-1.0,0.77,0.77,0.78,0.17,1.0,1.0,0.8,27.1,0.745,0.792167000000000,1.025902000,1.60975300000000,1.38372400000000,1.284,28.16,1.238,0.415,0.505769000000000,1.0
7/19/23 12:37,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,28.5149220000000,29.3201590000000,24.2,0.344,49.7930780000000,0.48665,1.3,2,-1.0,1.05,0.66,1.07,0.28,1.1,0.8,0.9,27.4,0.820000000000000,0.877508000000000,1.12918000,1.73339000000000,1.52293700000000,1.356,27.86,1.148,0.548,-0.35958000000000,1.0
7/19/23 17:44,64,Female,Mixed Mode,Multifamily housing,Cfb,Summer,27.6819780000000,28.5285370000000,24.2,0.295,44.037378000000,0.3614,1.2,1,-1.0,0.4,0.16,0.4,0.1,0.6,0.3,0.5,25.3,0.295,0.302123000000000,0.406229000,1.01678000000000,0.872874000000000,0.852,26.16,0.638,0.382,0.865821000000000,1.0
7/19/23 23:06,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,28.4292160000000,28.5633040000000,24.2,0.319,41.5624510000000,0.48665,1.0,0,0.0,0.42,0.18,0.42,0.09,0.8,0.4,0.6,25.6,0.37,0.381275000000000,0.50950800,1.13582100000000,1.01215200000000,0.924,26.3,0.68,0.293,0.0700200000000000,0.0
7/20/23 7:18,44,Female,Mixed Mode,Multifamily housing,Cfb,Summer,26.5063010000000,27.159009000000,24.9,0.128753000000000,45.0754020000000,0.48665,0.9,0,0.0,-0.35,-0.35,-0.35,-0.1,0.4,0.3,0.4,25.5,0.345,0.354782000000000,0.475082000,1.04501800000000,0.840486000000000,0.9,25.4,0.410000000000000,0.027,0.0136390000000000,0.0
7/20/23 7:23,64,Female,Mixed Mode,Multifamily housing,Cfb,Summer,26.5132150000000,27.1709250000000,24.9,0.128753000000000,45.0585840000000,0.53675,1.0,0,0.0,0.21,0.21,0.21,0.05,0.8,0.7,0.6,26.1,0.495,0.51539000000000,0.681639000,1.2378260000000,1.00492200000000,1.044,25.72,0.506000000000000,0.147,0.304304000000000,0.0
7/20/23 14:57,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,26.5688130000000,27.0298790000000,24.9,0.057033000000000,41.177119000000,0.35305,1.2,0,0.0,0.38,0.38,0.38,0.09,0.4,0.2,0.4,24.7,0.145,0.14670000000000,0.199672000000000,0.792289000000000,0.626442000000000,0.708,26.55,0.755,0.337,0.463406000000000,0.0
7/20/23 16:40,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,26.754042000000,27.1924320000000,24.9,0.057033000000000,42.7738130000000,0.35305,1.2,2,-1.0,0.45,0.45,0.45,0.11,0.5,0.2,0.4,24.9,0.195000000000000,0.198087000000000,0.268525000000000,0.861266000000000,0.694572000000000,0.756000000000000,26.88,0.854,0.367,0.563174000000000,1.0
7/20/23 21:01,30,Female,Naturally ventilated,Multifamily housing,Cfb,Summer,27.7635120000000,28.0995040000000,24.9,0.057033000000000,38.5765900000000,0.53675,1.0,2,-1.0,0.71,0.71,0.72,0.16,1.0,0.9,0.8,26.9,0.695000000000000,0.735875000000000,0.957049000000000,1.54144100000000,1.3230190000000,1.236,27.3,0.98,0.345,0.216739000000000,1.0
7/21/23 10:11,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,26.0687270000000,26.5713420000000,24.7,0.128753000000000,45.0139480000000,0.3447,1.2,0,0.0,0.08,0.08,0.08,0.02,0.3,0.1,0.3,24.2,0.0200000000000000,0.0200320000000000,0.0275410000000000,0.620210000000000,0.454652000000000,0.588,25.37,0.401,0.229,-0.185049000000000,0.0
7/21/23 12:54,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,26.6658030000000,27.1531260000000,24.7,0.057033000000000,44.7477800000000,0.52005,1.0,0,0.0,0.36,0.36,0.36,0.08,0.7,0.7,0.6,26.0,0.47,0.48834400000000,0.64721300,1.2107710000000,0.989270000000000,1.02,26.55,0.755,0.224,0.432980000000000,0.0
7/22/23 8:45,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,26.4985680000000,27.4154220000000,24.3,0.057033000000000,45.7326350000000,0.4449,0.8,1,-1.0,-0.78,-0.78,-0.77,-0.23,0.0,-0.1,0.0,25.2,0.27,0.275955000000000,0.371803000000000,0.949022000000000,0.757964000000000,0.828,26.05,0.605,0.002,-0.0576780000000000,1.0
7/22/23 15:36,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,27.495438000000,27.8818590000000,24.3,0.128753000000000,38.9929880000000,0.3614,1.6,2,-1.0,1.01,1.01,1.03,0.26,0.7,0.3,0.7,25.6,0.37,0.381275000000000,0.50950800,1.10815100000000,0.94205600000000,0.924,27.43,1.019,0.505,0.390380000000000,1.0
7/22/23 19:57,30,Female,Naturally ventilated,Multifamily housing,Cfb,Summer,27.3584390000000,27.6460610000000,24.3,0.057033000000000,46.8026260000000,0.3614,1.2,1,-1.0,0.68,0.68,0.69,0.17,0.7,0.5,0.6,25.6,0.37,0.381275000000000,0.50950800,1.10395400000000,0.931772000000000,0.924,27.82,1.136,0.47,0.695425000000000,1.0
7/22/23 21:28,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,27.4736070000000,27.7371140000000,24.3,0.128753000000000,47.7275810000000,0.4449,1.3,2,-1.0,0.84,0.84,0.86,0.21,0.8,0.6,0.8,26.5,0.595,0.624707000000000,0.819344000,1.40021300000000,1.18931700000000,1.14,27.45,1.025,0.463,-0.0728890000000000,1.0
7/23/23 9:39,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,26.3501630000000,26.6416860000000,24.1,0.057033000000000,44.6348570000000,0.4783,1.55,0,0.0,0.93,0.93,0.95,0.24,0.6,0.5,0.7,25.9,0.445000000000000,0.461410000000000,0.612787000000000,1.16798100000000,0.937872000000000,0.996,27.73,1.109,0.421,0.425917000000000,0.0
7/23/23 13:32,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,27.3995020000000,27.7573980000000,24.1,0.057033000000000,43.9618810000000,0.3447,1.4,0,0.0,0.91,0.91,0.93,0.24,0.6,0.3,0.7,25.5,0.345,0.354782000000000,0.475082000,1.0729220000000,0.907224000000000,0.9,28.46,1.328,0.529,0.638005000000000,0.0
7/23/23 21:59,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,28.4295660000000,28.7491660000000,24.1,0.211918000000000,45.2977370000000,0.5618,1.26666700000000,1,-1.0,1.1,0.93,1.13,0.29,1.2,1.1,1.0,28.2,1.02,1.11053100000000,1.40459000,1.99935400000000,1.73991000000000,1.548,27.91,1.163,0.535,0.518126000000000,1.0
7/23/23 23:48,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,28.201610000000,28.3376920000000,24.1,0.586796000000000,49.4733010000000,0.3948,0.8,0,0.0,-1.31,-1.34,-1.27,-0.38,-0.1,-0.5,-0.1,24.0,-0.0300000000000000,-0.0299280000000000,-0.0413110000000000,0.613552000000000,0.548507000000000,0.54,25.37,0.401,-0.047,-0.36765500000000,0.0
7/24/23 19:49,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,28.1153950000000,28.4416040000000,24.7,0.057033000000000,60.4805020000000,0.5618,1.0,1,-1.0,1.1,1.1,1.13,0.25,1.3,1.5,1.0,28.5,1.095,1.20001900000000,1.507869000,2.08872000000000,1.79711100000000,1.62,29.44,1.622,0.488,0.752468000000000,1.0
7/24/23 23:29,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,27.0812960000000,27.53551400000,24.7,0.057033000000000,55.5505960000000,0.3948,1.3,2,-1.0,0.86,0.86,0.88,0.22,0.7,0.6,0.7,26.1,0.495,0.51539000000000,0.681639000,1.25691000000000,1.04855900000000,1.044,28.55,1.355,0.498,0.515527000000000,1.0
7/25/23 7:11,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,26.3190020000000,26.9895620000000,24.0,0.128753000000000,51.5625620000000,0.3948,0.8,0,0.0,-1.23,-1.23,-1.2,-0.36,0.0,-0.1,-0.1,24.7,0.145,0.14670000000000,0.199672000000000,0.784890000000000,0.608475000000000,0.708,25.32,0.386,-0.076,-0.15284100000000,0.0
7/25/23 21:47,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,25.6813510000000,26.4570750000000,24.0,0.128753000000000,45.3656600000000,0.5618,1.0,0,0.0,-0.02,-0.02,-0.02,-0.01,0.6,0.5,0.4,25.5,0.345,0.354782000000000,0.475082000,1.01777200000000,0.778847000000000,0.9,24.86,0.248000000000000,0.059,0.410652000000000,0.0
7/25/23 23:48,30,Female,Naturally ventilated,Multifamily housing,Cfb,Summer,25.0226890000000,25.9139710000000,24.0,0.057033000000000,45.5931520000000,0.3614,0.8,2,-1.0,-1.85,-1.85,-1.78,-0.54,-0.3,-0.4,-0.2,23.0,-0.28,-0.273871000000000,-0.38557400,0.219708000000000,0.0596570000000000,0.3,24.25,0.0650000000000000,-0.215,-1.42673200000000,1.0
7/26/23 6:13,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,23.9285330000000,25.5507140000000,22.7,0.128753000000000,45.6937880000000,0.5618,0.8,-1,1.0,-1.73,-1.73,-1.67,-0.5,-0.2,-0.3,-0.2,23.6,-0.13,-0.128663000000000,-0.17901600,0.370991000000000,0.145964000000000,0.444,22.76,-0.382,-0.348,-0.474375000000000,-1.0
7/26/23 20:41,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,26.2380320000000,26.4308930000000,22.7,0.128753000000000,48.1370310000000,0.35305,1.4,0,0.0,0.46,0.46,0.46,0.12,0.4,0.2,0.4,24.5,0.0950000000000000,0.0957270000000000,0.130820000,0.719385000000000,0.548204000000000,0.66,26.14,0.632,0.351,0.0049830000000000,0.0
7/27/23 0:05,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,25.536683000000,25.9294370000000,21.6,0.057033000000000,48.7067330000000,0.3948,1.3,1,-1.0,0.33,0.33,0.33,0.08,0.3,0.1,0.3,24.2,0.0200000000000000,0.0200320000000000,0.0275410000000000,0.604651000000000,0.417315000000000,0.588,26.18,0.644000000000000,0.32,0.295283000000000,1.0
7/27/23 10:24,28,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,24.3944220000000,24.8947160000000,21.6,0.128753000000000,45.2131050000000,0.4783,1.55,0,0.0,0.39,0.39,0.39,0.1,0.2,0.1,0.3,24.2,0.0200000000000000,0.0200320000000000,0.0275410000000000,0.569278000000000,0.33715700000000,0.588,24.41,0.113,0.175,0.372134000000000,0.0
7/27/23 16:22,25,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,26.2197350000000,26.2064750000000,21.6,0.057033000000000,47.9787870000000,0.3614,1.6,2,-1.0,0.8,0.8,0.81,0.21,0.4,0.2,0.5,24.7,0.145,0.14670000000000,0.199672000000000,0.78191700000000,0.601335000000000,0.708,27.79,1.127,0.452,0.892274000000000,1.0
7/27/23 18:01,25,Male,Naturally ventilated,Multifamily housing,Cfb,Summer,26.7165260000000,26.8411970000000,21.6,0.057033000000000,44.7303380000000,0.3614,0.8,-1,0.0,-1.11,-1.11,-1.08,-0.32,-0.1,-0.2,-0.1,24.4,0.0700000000000000,0.0703940000000000,0.0963930000000000,0.701582000000000,0.554893000000000,0.636,25.75,0.515,0.059,-0.185514000000000,-1.0
